availability,performance,quality,speed,downtime_minutes,shutdown_minutes,machine_issue,trend,current_oee,future_oee,income,loss
70.5,83.43,88.59,16,10,25,0,-1,52.11,46.7,2802,3198
81.2,55.33,98.72,8,13,11,0,0,44.36,44.09,2645,3355
58.61,65.99,87.9,9,12,28,1,1,34.0,38.49,2309,3691
92.21,81.84,86.1,16,7,0,0,0,64.97,65.13,3907,2093
71.26,34.38,98.89,7,17,20,0,0,24.23,24.13,1447,4553
73.17,85.27,86.36,16,20,7,0,0,53.88,53.9,3233,2767
80.21,55.78,96.74,8,14,6,0,0,43.29,42.77,2566,3434
95.13,91.27,96.31,11,5,1,0,0,83.62,83.12,4987,1013
71.69,100.0,96.3,13,19,13,0,0,69.03,69.11,4146,1854
92.5,85.06,88.19,16,8,4,0,1,69.39,72.26,4335,1665
73.4,94.28,97.41,12,5,30,0,0,67.41,66.45,3986,2014
96.58,83.28,89.8,16,3,0,0,-1,72.22,68.05,4082,1918
66.21,95.64,98.17,13,14,26,0,1,62.16,67.65,4059,1941
78.3,54.83,100.0,8,7,22,0,0,42.93,44.17,2649,3351
71.06,85.13,98.56,10,6,30,0,1,59.63,65.68,3940,2060
75.64,93.71,100.0,11,9,23,0,1,70.88,74.78,4486,1514
69.29,73.08,98.55,9,13,27,0,1,49.9,54.39,3263,2737
75.22,85.56,98.27,10,9,23,0,-1,63.24,59.82,3589,2411
86.36,99.85,98.81,13,5,13,0,0,85.21,85.18,5110,890
93.74,70.59,97.7,9,0,9,0,-1,64.65,58.34,3500,2500
72.48,84.19,100.0,10,19,14,0,1,61.02,66.81,4008,1992
67.92,100.0,98.89,12,18,21,0,0,67.17,67.79,4067,1933
85.15,68.55,82.74,17,14,2,0,0,48.3,47.57,2854,3146
82.92,35.77,97.09,7,15,4,0,1,28.8,34.03,2041,3959
74.68,57.14,76.28,18,12,21,0,1,32.55,33.87,2031,3969
64.42,91.89,90.45,13,13,23,1,-1,53.55,48.23,2893,3107
82.62,56.26,98.89,8,3,17,0,1,45.96,49.75,2984,3016
84.12,98.47,97.78,12,7,15,0,1,81.0,87.63,5258,742
67.02,83.56,87.43,16,19,22,0,0,48.96,49.25,2955,3045
100.0,55.9,76.98,18,1,0,0,1,43.04,47.27,2836,3164
85.9,83.8,89.42,16,12,9,0,0,64.37,65.1,3905,2095
86.3,96.26,99.23,13,11,4,0,-1,82.44,74.67,4480,1520
87.27,88.39,90.51,15,1,18,0,0,69.81,69.22,4153,1847
89.28,71.64,99.58,9,8,5,0,-1,63.69,59.78,3586,2414
82.86,98.16,94.92,12,14,4,0,0,77.21,76.32,4579,1421
74.22,53.79,95.39,8,10,22,0,1,38.08,40.02,2401,3599
89.96,73.24,96.23,9,8,3,0,0,63.41,63.69,3821,2179
97.32,97.96,95.92,12,1,4,0,-1,91.44,87.54,5252,748
67.21,96.89,99.82,11,11,29,0,0,65.0,62.99,3779,2221
71.0,98.67,99.12,13,9,28,0,-1,69.44,64.88,3892,2108
81.71,83.11,85.64,16,8,16,0,1,58.16,59.81,3588,2412
71.98,68.94,97.43,9,10,23,0,-1,48.35,43.23,2593,3407
64.17,68.54,96.7,9,17,27,0,0,42.53,40.88,2452,3548
62.26,72.81,81.5,17,20,25,0,1,36.95,41.18,2470,3530
92.96,81.28,98.58,10,4,1,0,0,74.49,76.23,4574,1426
96.86,85.49,99.32,10,5,1,0,1,82.24,86.59,5195,805
77.99,71.81,96.8,9,14,13,0,-1,54.21,53.46,3207,2793
90.17,100.0,98.63,14,1,14,0,0,88.94,88.73,5323,677
71.56,95.9,93.6,12,17,15,0,1,64.23,70.04,4202,1798
92.52,55.33,98.67,8,4,3,0,0,50.52,49.28,2956,3044
94.63,100.0,99.11,12,2,6,0,1,93.79,99.16,5949,51
79.04,70.87,96.16,9,5,23,0,0,53.87,52.53,3151,2849
78.57,90.77,92.58,15,8,18,0,-1,66.03,61.29,3677,2323
80.64,88.89,90.26,16,6,18,0,-1,64.7,58.46,3507,2493
66.88,34.0,99.11,7,16,24,0,0,22.54,21.61,1296,4704
84.6,83.86,89.11,16,5,13,0,1,63.22,69.42,4165,1835
71.52,85.44,97.59,10,15,21,0,0,59.64,59.36,3561,2439
90.16,54.99,100.0,8,10,0,0,0,49.58,49.07,2944,3056
88.71,91.43,99.17,11,3,12,0,-1,80.43,76.66,4599,1401
86.33,55.26,100.0,8,10,4,0,0,47.7,46.99,2819,3181
89.58,33.9,98.93,7,2,14,0,0,30.04,30.71,1842,4158
74.44,56.0,76.69,18,15,14,0,0,31.97,31.39,1883,4117
77.21,74.79,79.13,17,8,19,0,0,45.69,45.91,2754,3246
92.61,69.16,81.89,17,0,10,0,-1,52.45,45.79,2747,3253
62.94,70.86,83.45,17,19,30,0,0,37.22,38.4,2304,3696
71.92,97.84,98.33,14,10,30,0,0,69.19,67.59,4055,1945
79.89,54.94,80.09,18,18,4,0,0,35.16,33.51,2010,3990
81.43,83.69,99.77,10,1,25,0,0,67.98,69.23,4153,1847
86.63,69.91,82.44,17,9,10,0,-1,49.93,44.77,2686,3314
72.91,46.47,66.64,18,2,17,1,1,22.58,28.6,1716,4284
89.45,98.96,96.66,13,2,12,0,0,85.56,86.22,5173,827
91.01,89.85,97.47,11,5,7,0,0,79.7,81.65,4899,1101
97.92,100.0,96.86,13,2,0,0,0,94.84,92.53,5551,449
85.42,83.09,97.8,10,5,12,0,0,69.42,69.41,4164,1836
74.36,100.0,93.72,13,9,20,0,-1,69.69,64.39,3863,2137
94.97,73.51,78.04,17,4,3,0,0,54.48,54.33,3259,2741
67.49,87.83,100.0,11,15,25,0,0,59.28,59.57,3573,2427
68.71,97.54,94.55,13,9,28,0,0,63.37,65.17,3910,2090
78.65,72.35,83.12,17,19,4,0,0,47.3,47.57,2853,3147
64.13,89.06,89.33,12,3,26,1,-1,51.02,46.07,2764,3236
73.7,81.39,96.0,10,15,14,0,0,57.59,55.97,3357,2643
80.71,99.38,94.4,13,15,8,0,1,75.72,80.41,4824,1176
80.04,100.0,95.83,13,2,24,0,0,76.71,77.49,4649,1351
73.16,100.0,96.64,13,11,19,0,0,70.7,70.96,4257,1743
73.22,69.97,98.91,9,13,20,0,0,50.68,51.43,3085,2915
97.96,99.69,97.96,13,2,1,0,1,95.67,98.93,5936,64
79.91,100.0,98.07,14,7,20,0,-1,78.37,73.41,4404,1596
74.34,67.56,99.6,9,15,16,0,-1,50.03,44.8,2687,3313
91.69,95.61,93.94,15,2,9,0,0,82.35,82.2,4932,1068
83.83,99.9,98.74,14,13,2,0,0,82.69,82.49,4949,1051
88.69,94.77,98.06,14,9,4,0,1,82.42,87.11,5226,774
75.0,71.93,83.65,17,9,26,0,-1,45.12,42.9,2573,3427
77.09,96.85,95.37,13,9,18,0,-1,71.2,69.24,4154,1846
89.28,56.83,96.75,8,1,16,0,-1,49.09,48.01,2880,3120
87.13,100.0,97.66,13,13,3,0,0,85.09,84.42,5065,935
63.44,97.77,97.83,14,18,26,0,0,60.68,58.39,3503,2497
84.57,94.59,98.56,11,11,8,0,1,78.84,82.01,4920,1080
98.61,95.9,92.73,15,0,3,0,1,87.7,92.84,5570,430
76.2,100.0,99.05,14,5,25,0,0,75.48,75.7,4541,1459
84.55,69.81,99.06,9,12,1,0,-1,58.47,56.54,3392,2608
84.46,53.85,76.95,18,9,10,0,0,34.99,34.76,2085,3915
69.83,83.16,87.58,16,14,24,0,0,50.86,51.56,3093,2907
72.44,71.38,83.82,17,14,19,0,0,43.35,43.46,2607,3393
67.79,94.37,99.22,11,10,30,0,1,63.48,69.8,4188,1812
89.74,73.44,98.53,9,6,5,0,0,64.94,64.99,3899,2101
72.74,55.59,97.9,8,19,8,0,0,39.59,38.34,2300,3700
88.08,72.26,81.54,17,3,13,0,0,51.89,52.17,3130,2870
89.64,86.12,82.78,15,0,0,1,1,63.91,66.51,3990,2010
79.66,37.07,100.0,7,5,20,0,-1,29.53,26.56,1593,4407
70.71,55.29,78.77,18,12,27,0,1,30.8,35.79,2147,3853
64.72,53.28,77.88,18,19,23,0,-1,26.85,23.89,1433,4567
74.41,83.2,90.08,16,19,11,0,0,55.77,55.41,3324,2676
72.76,55.87,77.98,18,12,25,0,1,31.7,34.02,2041,3959
95.87,70.79,96.11,9,4,0,0,1,65.23,67.77,4066,1934
77.06,32.75,100.0,7,6,27,0,-1,25.23,23.0,1379,4621
66.59,94.49,91.32,14,20,4,1,-1,57.46,52.04,3122,2878
61.22,100.0,96.85,13,20,27,0,0,59.29,58.14,3488,2512
93.14,96.83,91.43,15,6,2,0,0,82.45,82.11,4926,1074
83.5,92.24,98.5,11,14,4,0,-1,75.87,71.4,4283,1717
93.99,37.76,98.56,7,3,5,0,-1,34.99,29.12,1747,4253
66.25,57.0,77.54,18,14,30,0,-1,29.28,25.2,1511,4489
73.51,32.39,98.61,7,14,18,0,0,23.48,24.97,1498,4502
86.66,87.6,100.0,10,6,9,0,0,75.91,76.37,4582,1418
84.73,82.59,86.36,16,12,1,0,1,60.43,65.58,3934,2066
60.94,52.6,99.48,8,20,27,0,0,31.89,32.52,1951,4049
79.96,54.18,80.52,18,13,13,0,-1,34.88,28.75,1724,4276
66.51,55.25,78.01,18,18,19,0,-1,28.66,22.98,1378,4622
89.8,94.66,100.0,11,1,15,0,0,85.0,83.79,5027,973
74.67,100.0,97.8,13,15,16,0,0,73.03,72.72,4363,1637
61.42,85.86,89.11,16,19,29,0,0,46.99,46.92,2815,3185
80.97,74.71,80.39,17,15,7,0,0,48.63,49.54,2972,3028
89.86,53.0,81.17,18,1,16,0,-1,38.66,37.69,2261,3739
77.83,83.08,86.15,16,10,17,0,0,55.71,56.8,3408,2592
71.79,54.65,97.81,8,8,28,0,1,38.38,42.76,2565,3435
88.03,97.01,97.96,14,3,15,0,1,83.65,86.83,5210,790
80.27,71.54,82.95,17,11,14,0,0,47.63,46.07,2764,3236
84.97,56.5,77.73,18,13,0,0,-1,37.32,33.31,1998,4002
84.81,51.93,78.23,18,6,15,0,-1,34.45,31.47,1888,4112
78.58,80.37,97.71,10,16,7,0,0,61.71,63.07,3784,2216
69.18,81.71,88.94,16,10,29,0,1,50.28,54.94,3296,2704
74.93,43.84,71.43,18,14,4,1,0,23.47,24.7,1481,4519
65.56,92.96,97.77,11,12,30,0,1,59.59,62.65,3758,2242
63.29,72.58,84.0,17,20,23,0,-1,38.59,36.25,2174,3826
80.61,95.76,97.36,14,5,19,0,-1,75.15,73.39,4403,1597
84.12,54.21,79.74,18,2,21,0,0,36.37,36.81,2208,3792
92.89,98.24,96.72,14,4,5,0,0,88.26,89.44,5366,634
80.94,85.47,99.37,10,5,19,0,1,68.74,72.04,4322,1678
76.57,100.0,95.64,13,15,9,0,1,73.24,76.33,4579,1421
98.41,95.01,92.23,15,1,0,0,0,86.24,87.24,5234,766
84.74,100.0,98.1,12,8,11,0,0,83.13,83.19,4991,1009
88.94,73.46,80.0,17,5,5,0,1,52.27,57.16,3429,2571
80.46,94.56,91.72,15,1,25,0,1,69.78,70.82,4249,1751
84.11,99.63,96.13,13,3,19,0,-1,80.56,78.29,4697,1303
82.06,93.74,94.79,15,7,15,0,1,72.92,75.66,4539,1461
73.52,98.28,96.63,12,11,24,0,1,69.82,71.54,4292,1708
71.67,94.41,92.51,15,8,28,0,0,62.6,62.71,3762,2238
68.84,70.06,99.88,9,16,19,0,0,48.17,48.31,2898,3102
82.66,73.19,83.03,17,3,22,0,0,50.23,52.7,3162,2838
67.28,33.25,98.5,7,14,25,0,1,22.03,25.37,1522,4478
80.45,52.64,96.99,8,3,25,0,0,41.08,42.33,2539,3461
64.21,83.9,86.95,16,19,25,0,0,46.84,46.75,2804,3196
80.97,54.47,98.07,8,17,1,0,0,43.26,43.92,2635,3365
94.51,89.76,94.93,15,3,5,0,0,80.53,80.38,4822,1178
78.67,70.13,83.03,17,3,27,0,0,45.81,46.55,2793,3207
85.2,81.93,97.55,10,11,5,0,0,68.09,69.5,4170,1830
77.24,55.5,79.39,18,9,22,0,0,34.03,33.48,2008,3992
72.09,95.42,96.02,14,16,15,0,0,66.05,66.65,3999,2001
95.2,54.16,77.89,18,3,4,0,0,40.16,39.65,2379,3621
82.59,73.35,81.78,17,11,10,0,0,49.54,50.82,3049,2951
75.55,67.59,98.22,9,3,27,0,0,50.15,50.94,3056,2944
78.0,81.98,98.05,10,14,13,0,0,62.7,65.18,3910,2090
74.32,36.61,99.9,7,7,26,0,-1,27.18,21.56,1293,4707
79.9,99.77,97.11,12,9,16,0,0,77.42,77.43,4646,1354
92.13,72.79,99.81,9,2,8,0,-1,66.94,63.34,3800,2200
76.27,98.97,97.08,13,11,20,0,0,73.28,72.47,4348,1652
91.22,69.04,84.24,17,7,4,0,0,53.05,53.06,3183,2817
71.5,95.08,95.15,15,13,25,0,1,64.69,69.06,4143,1857
65.12,95.83,96.37,13,13,29,0,0,60.14,60.21,3612,2388
65.74,99.39,96.32,13,14,30,0,-1,62.93,57.47,3448,2552
70.01,70.66,85.66,17,11,30,0,-1,42.38,41.69,2501,3499
84.52,73.51,97.26,9,0,22,0,0,60.43,61.34,3680,2320
95.59,94.23,93.23,15,2,2,0,1,83.97,86.63,5198,802
85.37,99.86,95.65,13,5,13,0,1,81.55,84.56,5073,927
77.16,33.72,100.0,7,20,4,0,0,26.02,25.43,1525,4475
84.01,82.24,88.76,16,1,20,0,-1,61.33,54.37,3262,2738
67.39,63.27,77.38,17,16,9,1,0,33.0,33.5,2010,3990
69.39,100.0,95.53,13,12,28,0,-1,66.29,61.54,3692,2308
74.37,90.07,92.18,15,9,23,0,0,61.75,61.95,3717,2283
70.8,57.6,78.09,18,10,29,0,-1,31.85,28.14,1688,4312
70.88,94.42,97.08,11,16,19,0,1,64.97,70.63,4237,1763
77.46,57.79,77.02,18,12,14,0,0,34.48,34.78,2086,3914
74.48,70.0,83.72,17,6,28,0,-1,43.65,40.75,2444,3556
68.38,80.99,89.71,16,20,14,0,0,49.68,48.69,2921,3079
70.32,55.27,79.98,18,11,28,0,-1,31.08,26.35,1580,4420
72.43,72.31,81.98,17,12,24,0,0,42.94,41.79,2507,3493
89.12,85.4,99.47,10,9,2,0,0,75.71,75.36,4521,1479
75.96,37.48,97.13,7,17,10,0,0,27.65,27.91,1674,4326
85.6,99.99,98.1,13,4,16,0,0,83.96,83.94,5036,964
87.17,92.27,91.04,15,9,6,0,0,73.22,74.62,4477,1523
70.17,58.32,97.45,8,16,17,0,1,39.88,42.46,2547,3453
62.41,82.2,93.4,12,20,5,1,0,47.91,49.47,2968,3032
81.25,37.13,98.48,7,0,28,0,1,29.71,36.01,2160,3840
87.0,84.21,86.2,16,8,7,0,0,63.15,61.82,3708,2292
76.47,91.99,97.75,11,13,16,0,-1,68.76,65.96,3957,2043
85.68,37.72,96.14,7,11,8,0,0,31.08,30.54,1832,4168
76.24,68.92,81.98,17,16,11,0,1,43.08,45.05,2703,3297
86.17,69.15,82.84,17,3,14,0,0,49.36,50.39,3023,2977
65.64,91.33,95.6,11,18,23,0,0,57.31,58.02,3481,2519
77.65,34.56,97.27,7,14,10,0,-1,26.1,20.07,1204,4796
73.49,52.27,78.27,18,18,18,0,0,30.07,28.3,1697,4303
65.56,57.52,78.6,18,20,21,0,0,29.64,29.49,1769,4231
74.68,95.8,94.39,15,19,7,0,1,67.53,69.68,4180,1820
57.71,83.0,89.8,11,18,21,1,0,43.01,44.51,2670,3330
76.17,68.01,96.61,9,12,16,0,0,50.05,50.08,3004,2996
92.82,54.2,79.83,18,7,3,0,-1,40.16,36.73,2204,3796
76.35,84.88,88.96,16,6,26,0,1,57.65,62.77,3766,2234
91.24,96.99,94.41,14,3,4,0,0,83.55,85.25,5114,886
69.43,54.35,80.13,18,13,26,0,0,30.23,30.77,1845,4155
86.32,86.25,85.68,13,2,2,1,0,63.79,64.3,3857,2143
68.64,35.51,98.43,7,13,28,0,-1,23.99,22.62,1356,4644
87.05,83.41,96.1,10,14,2,0,-1,69.77,65.63,3937,2063
73.99,93.51,91.66,15,12,18,0,1,63.42,67.93,4075,1925
78.3,95.75,98.46,13,8,18,0,1,73.82,77.96,4677,1323
71.38,98.65,96.83,13,14,22,0,-1,68.18,62.86,3771,2229
69.44,97.56,95.68,14,13,26,0,1,64.82,68.44,4106,1894
85.23,93.99,94.34,15,4,15,0,1,75.57,82.04,4922,1078
63.14,71.51,98.38,9,16,27,0,1,44.42,49.25,2954,3046
87.35,51.48,78.63,18,6,14,0,1,35.36,38.45,2307,3693
71.81,54.68,78.05,18,5,30,0,0,30.65,31.77,1905,4095
68.85,94.86,92.35,15,11,29,0,0,60.31,58.98,3538,2462
62.82,57.95,97.15,8,19,27,0,0,35.37,36.0,2159,3841
95.9,97.1,97.69,13,3,3,0,-1,90.98,88.22,5292,708
88.33,94.23,97.38,11,1,16,0,0,81.06,79.33,4760,1240
89.35,73.38,99.14,9,3,11,0,1,65.0,70.14,4208,1792
84.42,99.03,99.52,12,9,9,0,0,83.2,81.73,4904,1096
82.14,100.0,98.74,14,0,25,0,0,81.1,82.06,4923,1077
77.29,69.59,98.03,9,4,25,0,1,52.72,55.55,3332,2668
74.08,36.01,98.94,7,9,28,0,-1,26.39,24.42,1465,4535
88.64,71.04,99.67,9,15,0,0,-1,62.77,61.24,3674,2326
79.32,98.86,96.87,12,2,27,0,-1,75.96,72.66,4359,1641
74.99,98.0,99.78,14,18,9,0,1,73.33,79.41,4764,1236
75.99,97.38,98.31,12,12,15,0,0,72.76,72.12,4327,1673
79.0,57.05,76.64,18,19,4,0,1,34.54,40.53,2431,3569
54.4,79.0,86.12,15,20,14,1,-1,37.01,33.18,1990,4010
74.64,60.94,78.17,17,14,4,1,0,35.55,35.57,2134,3866
88.72,59.68,78.53,18,10,2,0,0,41.58,41.37,2482,3518
70.41,82.04,88.59,16,19,13,0,0,51.18,50.65,3039,2961
73.68,100.0,97.87,13,7,28,0,-1,72.11,70.61,4236,1764
76.24,92.5,92.19,15,1,30,0,-1,65.01,61.27,3675,2325
77.84,100.0,98.34,14,8,20,0,0,76.55,75.19,4511,1489
77.8,58.35,97.07,8,5,22,0,-1,44.06,41.02,2461,3539
81.01,69.3,80.71,17,9,17,0,0,45.31,45.45,2726,3274
85.22,67.73,84.29,17,3,20,0,1,48.65,51.79,3107,2893
67.88,82.58,95.83,10,19,17,0,1,53.72,58.07,3483,2517
71.76,38.58,98.55,7,18,16,0,-1,27.28,25.04,1502,4498
62.17,98.6,95.87,14,16,28,0,1,58.76,63.29,3797,2203
79.59,72.3,82.31,17,17,5,0,0,47.37,48.25,2895,3105
73.31,32.29,100.0,7,8,25,0,0,23.67,25.49,1529,4471
76.23,80.66,97.41,10,7,26,0,0,59.9,59.32,3558,2442
73.32,52.54,77.85,18,18,14,0,-1,29.99,26.97,1618,4382
74.71,92.37,92.2,15,19,10,0,1,63.62,67.02,4020,1980
57.44,30.0,86.58,7,15,27,1,1,14.92,19.24,1154,4846
83.45,96.81,100.0,12,13,5,0,1,80.79,85.49,5129,871
80.57,93.07,93.58,15,10,12,0,0,70.17,69.3,4158,1842
97.2,92.95,97.63,11,2,3,0,-1,88.2,81.15,4868,1132
86.82,96.35,93.13,15,5,9,0,0,77.9,76.31,4578,1422
88.74,73.08,97.07,9,5,8,0,1,62.95,68.66,4119,1881
69.95,70.63,100.0,9,9,30,0,1,49.41,54.02,3241,2759
84.04,71.96,100.0,9,1,19,0,1,60.47,67.69,4061,1939
86.0,69.1,98.31,9,0,22,0,0,58.42,58.9,3533,2467
86.24,37.93,98.24,7,9,12,0,-1,32.14,29.46,1767,4233
66.68,67.28,98.65,9,13,28,0,0,44.26,43.92,2635,3365
82.08,98.6,96.93,12,8,12,0,1,78.45,85.87,5152,848
93.28,52.8,98.05,8,1,6,0,-1,48.29,44.08,2645,3355
76.82,84.66,87.36,16,18,7,0,0,56.82,54.61,3276,2724
67.62,97.74,99.22,14,16,24,0,1,65.57,70.52,4231,1769
92.86,55.54,95.94,8,8,1,0,-1,49.47,46.61,2796,3204
84.4,93.89,92.89,15,13,2,0,0,73.6,73.21,4392,1608
91.55,100.0,98.5,14,0,13,0,0,90.17,89.47,5368,632
59.61,61.71,69.71,17,7,29,1,1,25.64,32.0,1919,4081
62.45,91.21,96.68,11,17,30,0,-1,55.07,50.59,3035,2965
74.91,56.3,96.75,8,7,24,0,1,40.8,43.41,2604,3396
79.38,71.2,97.37,9,9,18,0,0,55.04,54.65,3278,2722
84.76,97.86,97.48,13,14,2,0,-1,80.86,75.26,4515,1485
77.12,92.82,92.54,15,6,25,0,0,66.24,65.32,3919,2081
79.47,69.52,98.38,9,11,17,0,1,54.35,59.8,3588,2412
48.61,74.65,89.87,10,17,30,1,0,32.61,32.65,1959,4041
72.19,98.24,99.16,13,17,14,0,-1,70.32,69.7,4182,1818
75.02,98.92,96.77,14,19,9,0,0,71.81,71.6,4295,1705
93.36,68.75,83.78,17,5,0,0,1,53.77,55.49,3329,2671
76.43,94.29,98.17,14,8,19,0,0,70.74,68.11,4086,1914
80.15,92.95,97.57,11,12,11,0,1,72.69,78.29,4697,1303
64.12,86.4,100.0,10,18,26,0,1,55.4,60.95,3656,2344
79.66,33.9,96.67,7,5,23,0,-1,26.11,21.59,1295,4705
90.35,55.07,98.04,8,9,2,0,0,48.78,49.7,2982,3018
77.69,98.51,98.02,13,3,26,0,0,75.02,77.14,4628,1372
75.34,71.49,99.23,9,17,8,0,0,53.45,55.53,3332,2668
82.3,100.0,95.97,13,6,19,0,0,78.98,79.24,4754,1246
69.37,91.18,93.68,15,10,28,0,1,59.26,63.31,3798,2202
74.64,100.0,96.21,12,20,8,0,-1,71.81,64.59,3875,2125
81.28,51.01,79.06,18,14,8,0,0,32.78,33.89,2033,3967
83.16,82.21,96.2,10,10,10,0,0,65.76,66.34,3980,2020
64.57,84.14,100.0,10,14,30,0,0,54.33,56.43,3385,2615
90.01,83.44,89.06,16,10,0,0,1,66.89,71.73,4303,1697
60.18,71.85,98.58,9,20,29,0,1,42.63,43.61,2616,3384
80.77,100.0,97.31,14,0,28,0,1,78.6,80.9,4853,1147
75.42,71.43,99.1,9,13,17,0,0,53.39,53.11,3186,2814
70.36,55.43,77.89,18,15,24,0,0,30.38,28.95,1736,4264
80.52,100.0,98.43,13,17,2,0,-1,79.26,72.69,4361,1639
78.53,73.29,80.91,17,20,2,0,1,46.57,49.6,2975,3025
70.39,73.16,82.84,17,14,21,0,0,42.66,41.28,2476,3524
69.75,62.11,98.86,8,11,26,0,0,42.83,42.55,2552,3448
74.65,99.42,97.22,13,19,11,0,1,72.15,76.0,4559,1441
100.0,57.38,79.28,18,0,3,0,0,45.49,46.45,2786,3214
66.32,99.2,100.0,14,11,29,0,1,65.79,67.76,4065,1935
77.19,34.09,98.09,7,7,23,0,-1,25.81,24.24,1454,4546
84.23,89.39,98.85,11,11,6,0,0,74.42,74.73,4483,1517
67.48,53.52,99.08,8,19,20,0,0,35.79,36.68,2200,3800
72.22,88.3,93.4,11,7,7,1,0,59.57,60.18,3610,2390
87.51,99.66,98.52,14,11,1,0,-1,85.93,83.5,5010,990
76.16,52.8,77.34,18,19,6,0,0,31.1,33.58,2015,3985
75.51,34.9,96.83,7,6,26,0,-1,25.52,21.11,1266,4734
77.73,54.31,97.17,8,8,18,0,1,41.02,45.08,2704,3296
78.67,74.76,99.31,9,17,6,0,1,58.41,63.62,3817,2183
65.42,85.47,85.61,16,19,18,0,0,47.87,48.32,2899,3101
84.85,69.66,97.48,9,2,18,0,0,57.62,58.65,3519,2481
93.75,70.82,98.49,9,2,4,0,-1,65.39,61.36,3681,2319
75.08,83.64,87.31,16,7,28,0,-1,54.84,50.9,3053,2947
60.58,85.03,93.62,11,6,27,1,0,48.22,48.86,2931,3069
84.62,71.12,84.53,17,0,22,0,-1,50.87,47.97,2877,3123
77.52,82.63,90.99,16,8,21,0,0,58.28,58.97,3538,2462
86.6,94.1,92.94,15,14,0,0,1,75.74,82.75,4964,1036
81.69,69.57,83.51,17,20,1,0,0,47.46,47.88,2872,3128
66.73,98.1,98.63,12,13,27,0,0,64.56,64.19,3851,2149
90.58,99.14,98.1,13,8,3,0,0,88.1,89.2,5351,649
75.58,73.02,82.54,17,16,14,0,1,45.55,49.01,2940,3060
77.26,93.86,90.72,15,1,28,0,-1,65.79,60.88,3653,2347
59.36,30.0,95.27,7,8,29,1,1,16.97,19.88,1192,4808
89.33,96.26,98.71,14,10,0,0,-1,84.88,80.71,4842,1158
78.65,99.02,97.12,12,2,28,0,1,75.63,78.72,4722,1278
78.54,39.08,99.18,7,7,22,0,0,30.44,30.14,1808,4192
79.02,100.0,97.23,13,2,29,0,0,76.83,75.79,4547,1453
88.52,85.77,98.18,10,6,5,0,1,74.54,78.08,4684,1316
67.44,55.08,99.36,8,20,20,0,0,36.91,36.53,2191,3809
89.14,56.43,99.1,8,0,15,0,1,49.85,54.37,3262,2738
66.16,34.99,97.23,7,18,25,0,0,22.51,23.85,1431,4569
70.82,72.46,82.91,17,10,26,0,-1,42.55,37.7,2262,3738
77.12,56.05,98.79,8,15,7,0,0,42.71,42.07,2524,3476
81.86,98.7,97.93,12,1,26,0,0,79.12,79.15,4748,1252
67.24,98.14,95.19,12,16,25,0,1,62.82,67.96,4077,1923
67.18,54.53,99.62,8,19,19,0,0,36.49,34.33,2060,3940
82.25,94.68,97.57,14,3,20,0,1,75.98,79.3,4757,1243
96.17,56.24,98.68,8,2,1,0,0,53.37,53.93,3235,2765
80.82,36.2,94.73,7,12,10,0,0,27.72,28.11,1686,4314
80.28,49.87,77.34,18,2,25,0,1,30.96,35.26,2115,3885
92.73,98.91,98.99,14,1,9,0,0,90.79,90.56,5433,567
60.63,78.38,77.99,16,20,13,1,1,37.06,41.0,2460,3540
86.36,71.28,83.31,17,1,17,0,0,51.28,51.71,3102,2898
70.29,30.32,96.74,7,9,27,0,0,20.61,20.17,1210,4790
84.85,97.72,98.13,13,12,3,0,-1,81.37,76.52,4590,1410
73.24,100.0,97.75,13,7,27,0,-1,71.6,66.85,4010,1990
82.82,72.77,81.81,17,19,0,0,0,49.31,48.17,2890,3110
75.65,95.32,94.03,14,12,14,0,0,67.81,67.44,4046,1954
69.18,98.53,97.63,13,19,19,0,0,66.55,67.65,4059,1941
75.09,55.08,98.13,8,10,20,0,-1,40.58,34.48,2069,3931
74.97,38.77,98.47,7,14,16,0,0,28.62,27.82,1669,4331
77.86,99.79,98.01,12,18,6,0,0,76.15,76.42,4585,1415
97.56,52.55,97.53,8,3,0,0,0,50.01,51.92,3115,2885
85.76,82.69,88.16,16,2,18,0,0,62.52,61.35,3680,2320
77.7,84.52,100.0,10,18,4,0,1,65.67,69.42,4165,1835
80.5,94.6,97.58,11,11,13,0,1,74.32,78.4,4703,1297
82.65,82.09,88.69,16,14,5,0,-1,60.17,56.83,3410,2590
94.22,37.44,96.88,7,1,4,0,0,34.18,32.96,1977,4023
74.01,91.66,98.19,11,18,13,0,0,66.61,66.32,3979,2021
63.35,93.14,91.26,15,20,24,0,0,53.84,53.65,3219,2781
78.69,97.44,97.78,12,9,18,0,0,74.98,74.91,4494,1506
94.67,90.82,94.6,15,4,4,0,0,81.34,82.09,4925,1075
78.02,97.49,98.83,14,9,19,0,0,75.17,75.82,4549,1451
86.51,99.99,99.07,12,9,11,0,0,85.7,87.61,5256,744
71.65,36.88,99.74,7,16,18,0,0,26.36,27.42,1645,4355
81.73,59.72,72.85,17,4,1,1,-1,35.56,33.12,1987,4013
90.79,89.98,94.24,15,1,13,0,0,76.98,77.29,4637,1363
89.3,95.6,100.0,12,6,6,0,-1,85.37,82.3,4937,1063
90.7,85.32,100.0,10,2,10,0,1,77.39,79.57,4774,1226
70.02,96.18,97.63,14,14,19,0,0,65.75,64.19,3851,2149
