Production_End_Time,Batch_PartNo,Part_No,Part_SLNo,Availability,Performance,Quality,Current_OEE,Current_Speed_pct,Prev_Speed_pct,Speed_Delta,DownTime_sec,OEE_Delta,_pos_ratio,Planned_Prod_Duration,Production_Duration,Production_Delay_sec,Predicted_OEE_t1,Recommended_Speed,OEE_lag1,OEE_roll5_mean,OEE_trend3,OEE_min5,OEE_max5,OEE_range5
2026-02-12 14:23:05,TOP_b5239,TOP_b5239_12,12,99,100,96,94,90,90,0,0,-1,1.0,720,954,234,94,80,95,97.8,-6.0,94,100,6
2026-02-12 14:24:17,MED_b5240,MED_b5240_1,1,76,54,83,34,40,40,0,0,0,0.0,60,37,0,33,60,34,34.0,0.0,34,34,0
2026-02-12 14:25:47,MED_b5240,MED_b5240_2,2,76,53,82,33,40,40,0,0,-1,0.2,120,74,0,31,40,34,33.5,0.0,33,34,1
2026-02-12 14:27:04,MED_b5240,MED_b5240_3,3,75,51,82,31,40,40,0,0,-2,0.4,180,111,0,30,60,33,32.7,-3.0,31,34,3
2026-02-12 14:28:25,MED_b5240,MED_b5240_4,4,74,50,80,30,40,40,0,0,-1,0.6,240,148,0,28,60,31,32.0,-4.0,30,34,4
2026-02-12 14:29:49,MED_b5240,MED_b5240_5,5,74,48,80,28,40,40,0,0,-2,0.8,300,185,0,27,60,30,31.2,-6.0,28,34,6
2026-02-12 14:30:56,MED_b5240,MED_b5240_6,6,73,46,80,27,40,40,0,0,-1,1.0,360,222,0,27,60,28,29.8,-6.0,27,33,6
2026-02-12 14:32:04,MED_HIGH_b5241,MED_HIGH_b5241_1,1,96,64,100,62,40,40,0,0,0,0.0,60,37,0,60,80,62,62.0,0.0,62,62,0
2026-02-12 14:33:04,MED_HIGH_b5241,MED_HIGH_b5241_2,2,95,63,100,60,80,40,40,0,-2,0.1429,120,112,0,64,80,62,61.0,0.0,60,62,2
2026-02-12 14:34:10,MED_HIGH_b5241,MED_HIGH_b5241_3,3,93,69,100,64,80,80,0,0,4,0.2857,180,187,7,63,80,60,62.0,2.0,60,64,4
2026-02-12 14:35:22,MED_HIGH_b5241,MED_HIGH_b5241_4,4,89,76,93,63,80,80,0,0,-1,0.4286,240,262,22,61,60,64,62.2,1.0,60,64,4
2026-02-12 14:36:33,MED_HIGH_b5241,MED_HIGH_b5241_5,5,85,84,86,61,80,80,0,0,-2,0.5714,300,337,37,57,60,63,62.0,-1.0,60,64,4
2026-02-12 14:37:38,MED_HIGH_b5241,MED_HIGH_b5241_6,6,80,92,77,57,80,80,0,0,-4,0.7143,360,412,52,55,60,61,61.0,-3.0,57,64,7
2026-02-12 14:38:40,MED_HIGH_b5241,MED_HIGH_b5241_7,7,79,91,76,55,80,80,0,0,-2,0.8571,420,487,67,54,60,57,60.0,-9.0,55,64,9
2026-02-12 14:39:49,MED_HIGH_b5241,MED_HIGH_b5241_8,8,79,91,76,54,80,80,0,0,-1,1.0,480,562,82,54,80,55,58.0,-9.0,54,63,9
2026-02-12 14:41:00,HIGH_b5242,HIGH_b5242_1,1,90,100,86,77,90,90,0,0,0,0.0,60,84,24,75,80,77,77.0,0.0,77,77,0
2026-02-12 14:42:03,HIGH_b5242,HIGH_b5242_2,2,89,100,84,75,90,90,0,0,-2,0.1667,120,168,48,54,80,77,76.0,0.0,75,77,2
2026-02-12 14:43:09,HIGH_b5242,HIGH_b5242_3,3,69,100,79,54,80,90,-10,174,-21,0.3333,180,417,237,63,80,75,68.7,-23.0,54,77,23
2026-02-12 14:44:32,HIGH_b5242,HIGH_b5242_4,4,75,95,89,63,80,80,0,116,9,0.5,240,608,368,36,80,54,67.2,-14.0,54,77,23
2026-02-12 14:45:34,HIGH_b5242,HIGH_b5242_5,5,55,81,81,36,80,80,0,472,-27,0.6667,300,1155,855,66,80,63,61.0,-41.0,36,77,41
2026-02-12 14:46:56,HIGH_b5242,HIGH_b5242_6,6,85,100,77,66,80,80,0,0,30,0.8333,360,1230,870,58,60,36,58.8,-9.0,36,75,39
2026-02-12 14:48:19,HIGH_b5242,HIGH_b5242_7,7,74,90,87,58,80,80,0,90,-8,1.0,420,1395,975,58,60,66,55.4,4.0,36,66,30
2026-02-12 14:49:41,TOP_b5243,TOP_b5243_1,1,100,85,100,85,50,50,0,0,0,0.0,60,46,0,84,80,85,85.0,0.0,85,85,0
2026-02-12 14:50:55,TOP_b5243,TOP_b5243_2,2,100,84,100,84,60,50,10,0,-1,0.125,120,102,0,83,80,85,84.5,0.0,84,85,1
2026-02-12 14:52:22,TOP_b5243,TOP_b5243_3,3,100,83,100,83,60,60,0,0,-1,0.25,180,158,0,14,80,84,84.0,-2.0,83,85,2
2026-02-12 14:53:52,TOP_b5243,TOP_b5243_4,4,45,48,67,14,10,60,-50,296,-69,0.375,240,463,223,2,40,83,66.5,-71.0,14,85,71
2026-02-12 14:55:02,TOP_b5243,TOP_b5243_5,5,28,29,27,2,10,10,0,64,-12,0.5,300,536,236,70,20,14,53.6,-83.0,2,85,83
2026-02-12 14:56:07,TOP_b5243,TOP_b5243_6,6,95,77,96,70,10,10,0,0,68,0.625,360,545,185,58,80,2,50.6,-14.0,2,84,82
2026-02-12 14:57:08,TOP_b5243,TOP_b5243_7,7,91,70,92,58,10,10,0,0,-12,0.75,420,554,134,71,80,70,45.4,-25.0,2,83,81
2026-02-12 14:58:28,TOP_b5243,TOP_b5243_8,8,100,71,100,71,10,10,0,0,13,0.875,480,563,83,70,80,58,43.0,57.0,2,71,69
2026-02-12 14:59:50,TOP_b5243,TOP_b5243_9,9,100,70,100,70,10,10,0,0,-1,1.0,540,572,32,70,60,71,54.2,68.0,2,71,69
2026-02-12 15:00:52,MED_b5244,MED_b5244_1,1,71,69,73,36,60,60,0,0,0,0.0,60,56,0,34,60,36,36.0,0.0,36,36,0
2026-02-12 15:02:06,MED_b5244,MED_b5244_2,2,71,68,72,34,60,60,0,0,-2,0.25,120,112,0,32,80,36,35.0,0.0,34,36,2
2026-02-12 15:03:17,MED_b5244,MED_b5244_3,3,70,66,70,32,60,60,0,0,-2,0.5,180,168,0,31,60,34,34.0,-4.0,32,36,4
2026-02-12 15:04:22,MED_b5244,MED_b5244_4,4,69,63,70,31,60,60,0,0,-1,0.75,240,224,0,29,80,32,33.2,-5.0,31,36,5
2026-02-12 15:05:25,MED_b5244,MED_b5244_5,5,68,62,70,29,60,60,0,0,-2,1.0,300,280,0,29,60,31,32.4,-7.0,29,36,7
2026-02-12 15:06:37,MED_HIGH_b5245,MED_HIGH_b5245_1,1,51,60,83,25,60,60,0,353,0,0.0,60,409,349,67,80,25,25.0,0.0,25,25,0
2026-02-12 15:07:59,MED_HIGH_b5245,MED_HIGH_b5245_2,2,90,79,95,67,60,60,0,0,42,0.1111,120,465,345,66,80,25,46.0,0.0,25,67,42
2026-02-12 15:09:11,MED_HIGH_b5245,MED_HIGH_b5245_3,3,90,78,94,66,60,60,0,0,-1,0.2222,180,521,341,65,60,67,52.7,41.0,25,67,42
2026-02-12 15:10:15,MED_HIGH_b5245,MED_HIGH_b5245_4,4,90,77,94,65,20,60,-40,0,-1,0.3333,240,539,299,62,60,66,55.8,40.0,25,67,42
2026-02-12 15:11:33,MED_HIGH_b5245,MED_HIGH_b5245_5,5,92,68,99,62,20,20,0,0,-3,0.4444,300,557,257,47,60,65,57.0,37.0,25,67,42
2026-02-12 15:12:38,MED_HIGH_b5245,MED_HIGH_b5245_6,6,95,49,100,47,50,20,30,0,-15,0.5556,360,603,243,46,80,62,61.4,-20.0,47,67,20
2026-02-12 15:13:38,MED_HIGH_b5245,MED_HIGH_b5245_7,7,95,49,100,46,50,50,0,0,-1,0.6667,420,649,229,49,60,47,57.2,-20.0,46,66,20
2026-02-12 15:14:45,MED_HIGH_b5245,MED_HIGH_b5245_8,8,94,52,100,49,50,50,0,0,3,0.7778,480,695,215,54,60,46,53.8,-16.0,46,65,19
2026-02-12 15:15:51,MED_HIGH_b5245,MED_HIGH_b5245_9,9,93,58,100,54,50,50,0,0,5,0.8889,540,741,201,56,60,49,51.6,-8.0,46,62,16
2026-02-12 15:17:01,MED_HIGH_b5245,MED_HIGH_b5245_10,10,90,64,97,56,50,50,0,0,2,1.0,600,787,187,56,80,54,50.4,9.0,46,56,10
2026-02-12 15:18:27,MED_b5246,MED_b5246_1,1,76,54,82,34,40,40,0,0,0,0.0,60,37,0,33,60,34,34.0,0.0,34,34,0
2026-02-12 15:19:27,MED_b5246,MED_b5246_2,2,75,53,82,33,40,40,0,0,-1,0.1111,120,74,0,30,80,34,33.5,0.0,33,34,1
2026-02-12 15:20:36,MED_b5246,MED_b5246_3,3,67,68,66,30,30,40,-10,0,-3,0.2222,180,102,0,29,60,33,32.3,-4.0,30,34,4
2026-02-12 15:21:51,MED_b5246,MED_b5246_4,4,68,61,69,29,30,30,0,0,-1,0.3333,240,130,0,32,40,30,31.5,-5.0,29,34,5
2026-02-12 15:23:14,MED_b5246,MED_b5246_5,5,72,50,89,32,30,30,0,0,3,0.4444,300,158,0,28,60,29,31.6,-2.0,29,34,5
2026-02-12 15:24:37,MED_b5246,MED_b5246_6,6,75,44,84,28,40,30,10,0,-4,0.5556,360,195,0,27,60,32,30.4,-5.0,28,33,5
2026-02-12 15:25:45,MED_b5246,MED_b5246_7,7,75,43,83,27,40,40,0,0,-1,0.6667,420,232,0,26,60,28,29.2,-3.0,27,32,5
2026-02-12 15:27:10,MED_b5246,MED_b5246_8,8,75,42,83,26,40,40,0,0,-1,0.7778,480,269,0,25,60,27,28.4,-3.0,26,32,6
2026-02-12 15:28:10,MED_b5246,MED_b5246_9,9,74,41,83,25,40,40,0,0,-1,0.8889,540,306,0,27,80,26,27.6,-7.0,25,32,7
2026-02-12 15:29:22,MED_b5246,MED_b5246_10,10,73,47,79,27,40,40,0,0,2,1.0,600,343,0,27,60,25,26.6,-1.0,25,28,3
2026-02-12 15:30:34,TOP_b5247,TOP_b5247_1,1,100,100,100,100,70,70,0,0,0,0.0,60,65,5,100,80,100,100.0,0.0,100,100,0
2026-02-12 15:32:00,TOP_b5247,TOP_b5247_2,2,100,100,100,100,70,70,0,0,0,0.1111,120,130,10,100,80,100,100.0,0.0,100,100,0
2026-02-12 15:33:13,TOP_b5247,TOP_b5247_3,3,100,100,100,100,40,70,-30,0,0,0.2222,180,167,0,90,80,100,100.0,0.0,100,100,0
2026-02-12 15:34:32,TOP_b5247,TOP_b5247_4,4,100,90,100,90,40,40,0,0,-10,0.3333,240,204,0,82,80,100,97.5,-10.0,90,100,10
2026-02-12 15:35:46,TOP_b5247,TOP_b5247_5,5,100,82,100,82,40,40,0,0,-8,0.4444,300,241,0,73,80,90,94.4,-18.0,82,100,18
2026-02-12 15:36:46,TOP_b5247,TOP_b5247_6,6,100,73,100,73,90,40,50,0,-9,0.5556,360,325,0,80,80,82,89.0,-27.0,73,100,27
2026-02-12 15:38:07,TOP_b5247,TOP_b5247_7,7,100,80,100,80,90,90,0,0,7,0.6667,420,409,0,87,80,73,85.0,-20.0,73,100,27
2026-02-12 15:39:15,TOP_b5247,TOP_b5247_8,8,100,87,100,87,90,90,0,0,7,0.7778,480,493,13,95,80,80,82.4,-3.0,73,90,17
2026-02-12 15:40:45,TOP_b5247,TOP_b5247_9,9,100,95,100,95,90,90,0,0,8,0.8889,540,577,37,94,80,87,83.4,13.0,73,95,22
2026-02-12 15:42:07,TOP_b5247,TOP_b5247_10,10,98,100,96,94,90,90,0,0,-1,1.0,600,661,61,94,80,95,85.8,21.0,73,95,22
2026-02-12 15:43:18,MED_LOW_b5248,MED_LOW_b5248_1,1,35,89,24,8,90,90,0,0,0,0.0,60,84,24,7,40,8,8.0,0.0,8,8,0
2026-02-12 15:44:45,MED_LOW_b5248,MED_LOW_b5248_2,2,35,88,24,7,90,90,0,0,-1,0.1667,120,168,48,7,60,8,7.5,0.0,7,8,1
2026-02-12 15:46:07,MED_LOW_b5248,MED_LOW_b5248_3,3,34,87,23,7,90,90,0,0,0,0.3333,180,252,72,7,60,7,7.3,-1.0,7,8,1
2026-02-12 15:47:16,MED_LOW_b5248,MED_LOW_b5248_4,4,34,86,23,7,80,90,-10,0,0,0.5,240,327,87,10,40,7,7.2,-1.0,7,8,1
2026-02-12 15:48:35,MED_LOW_b5248,MED_LOW_b5248_5,5,41,73,32,10,80,80,0,0,3,0.6667,300,402,102,9,60,7,7.8,2.0,7,10,3
2026-02-12 15:50:04,MED_LOW_b5248,MED_LOW_b5248_6,6,40,72,32,9,80,80,0,0,-1,0.8333,360,477,117,9,40,10,8.0,2.0,7,10,3
2026-02-12 15:51:10,MED_LOW_b5248,MED_LOW_b5248_7,7,40,70,31,9,80,80,0,0,0,1.0,420,552,132,9,60,9,8.4,2.0,7,10,3
2026-02-12 15:52:26,MED_LOW_b5249,MED_LOW_b5249_1,1,20,30,16,0,90,90,0,277,-9,0.0,60,361,301,0,20,0,0.0,0.0,0,0,0
2026-02-12 15:53:54,MED_LOW_b5249,MED_LOW_b5249_2,2,6,33,9,0,90,90,0,72,0,0.1,120,517,397,0,20,0,0.0,0.0,0,0,0
2026-02-12 15:55:02,MED_LOW_b5249,MED_LOW_b5249_3,3,3,25,6,0,90,90,0,221,0,0.2,180,822,642,0,20,0,0.0,0.0,0,0,0
2026-02-12 15:56:04,MED_LOW_b5249,MED_LOW_b5249_4,4,7,14,5,0,30,90,-60,272,0,0.3,240,1122,882,15,20,0,0.0,0.0,0,0,0
2026-02-12 15:57:13,MED_LOW_b5249,MED_LOW_b5249_5,5,50,65,47,15,30,30,0,0,15,0.4,300,1150,850,19,40,0,3.0,15.0,0,15,15
2026-02-12 15:58:21,MED_LOW_b5249,MED_LOW_b5249_6,6,58,57,58,19,30,30,0,0,4,0.5,360,1178,818,20,40,15,6.8,19.0,0,19,19
2026-02-12 15:59:44,MED_LOW_b5249,MED_LOW_b5249_7,7,65,45,70,20,90,30,60,0,1,0.6,420,1262,842,25,60,19,10.8,20.0,0,20,20
2026-02-12 16:01:08,MED_LOW_b5249,MED_LOW_b5249_8,8,68,52,71,25,90,90,0,0,5,0.7,480,1346,866,12,60,20,15.8,25.0,0,25,25
2026-02-12 16:02:38,MED_LOW_b5249,MED_LOW_b5249_9,9,49,53,48,12,90,90,0,0,-13,0.8,540,1430,890,11,40,25,18.2,-3.0,12,25,13
2026-02-12 16:04:04,MED_LOW_b5249,MED_LOW_b5249_10,10,45,61,41,11,90,90,0,0,-1,0.9,600,1514,914,6,60,12,17.4,-8.0,11,25,14
2026-02-12 16:05:04,MED_LOW_b5249,MED_LOW_b5249_11,11,32,82,21,6,90,90,0,0,-5,1.0,660,1598,938,6,40,11,14.8,-14.0,6,25,19
2026-02-12 16:06:08,HIGH_b5250,HIGH_b5250_1,1,100,66,100,66,30,30,0,0,0,0.0,60,28,0,65,80,66,66.0,0.0,66,66,0
2026-02-12 16:07:27,HIGH_b5250,HIGH_b5250_2,2,100,65,100,65,30,30,0,0,-1,0.1667,120,56,0,63,80,66,65.5,0.0,65,66,1
2026-02-12 16:08:35,HIGH_b5250,HIGH_b5250_3,3,100,63,100,63,30,30,0,0,-2,0.3333,180,84,0,62,80,65,64.7,-3.0,63,66,3
2026-02-12 16:09:47,HIGH_b5250,HIGH_b5250_4,4,100,62,100,62,30,30,0,0,-1,0.5,240,112,0,61,80,63,64.0,-4.0,62,66,4
2026-02-12 16:11:17,HIGH_b5250,HIGH_b5250_5,5,100,61,100,61,30,30,0,0,-1,0.6667,300,140,0,60,80,62,63.4,-5.0,61,66,5
2026-02-12 16:12:26,HIGH_b5250,HIGH_b5250_6,6,100,60,100,60,30,30,0,0,-1,0.8333,360,168,0,58,80,61,62.2,-5.0,60,65,5
2026-02-12 16:13:29,HIGH_b5250,HIGH_b5250_7,7,100,58,100,58,30,30,0,0,-2,1.0,420,196,0,58,80,60,60.8,-5.0,58,63,5
2026-02-12 16:14:51,MED_b5251,MED_b5251_1,1,62,89,56,31,80,80,0,0,0,0.0,60,75,15,17,60,31,31.0,0.0,31,31,0
2026-02-12 16:16:05,MED_b5251,MED_b5251_2,2,42,79,51,17,80,80,0,169,-14,0.1,120,319,199,33,80,31,24.0,0.0,17,31,14
2026-02-12 16:17:13,MED_b5251,MED_b5251_3,3,58,92,61,33,80,80,0,0,16,0.2,180,394,214,2,60,17,27.0,2.0,17,33,16
2026-02-12 16:18:35,MED_b5251,MED_b5251_4,4,20,52,22,2,40,80,-40,71,-31,0.3,240,502,262,1,20,33,20.8,-29.0,2,33,31
2026-02-12 16:20:03,MED_b5251,MED_b5251_5,5,18,37,20,1,40,40,0,266,-1,0.4,300,805,505,0,20,2,16.8,-30.0,1,33,32
2026-02-12 16:21:11,MED_b5251,MED_b5251_6,6,11,11,14,0,40,40,0,208,-1,0.5,360,1050,690,30,20,1,10.6,-17.0,0,33,33
2026-02-12 16:22:32,MED_b5251,MED_b5251_7,7,68,65,69,30,40,40,0,0,30,0.6,420,1087,667,31,60,0,13.2,-3.0,0,33,33
2026-02-12 16:23:44,MED_b5251,MED_b5251_8,8,71,63,71,31,40,40,0,0,1,0.7,480,1124,644,35,60,30,12.8,29.0,0,31,31
2026-02-12 16:24:53,MED_b5251,MED_b5251_9,9,73,64,75,35,40,40,0,0,4,0.8,540,1161,621,26,60,31,19.4,34.0,0,35,35
2026-02-12 16:26:09,MED_b5251,MED_b5251_10,10,66,63,65,26,40,40,0,0,-9,0.9,600,1198,598,26,40,35,24.4,26.0,0,35,35
2026-02-12 16:27:23,MED_b5251,MED_b5251_11,11,65,62,64,26,40,40,0,0,0,1.0,660,1235,575,26,60,26,29.6,-4.0,26,35,9
2026-02-12 16:28:48,HIGH_b5252,HIGH_b5252_1,1,100,61,100,61,20,20,0,0,0,0.0,60,18,0,59,80,61,61.0,0.0,61,61,0
2026-02-12 16:29:49,HIGH_b5252,HIGH_b5252_2,2,100,59,100,59,40,20,20,0,-2,0.2,120,55,0,58,80,61,60.0,0.0,59,61,2
2026-02-12 16:30:49,HIGH_b5252,HIGH_b5252_3,3,100,58,100,58,40,40,0,0,-1,0.4,180,92,0,61,80,59,59.3,-3.0,58,61,3
2026-02-12 16:32:12,HIGH_b5252,HIGH_b5252_4,4,100,61,100,61,40,40,0,0,3,0.6,240,129,0,59,80,58,59.8,0.0,58,61,3
2026-02-12 16:33:37,HIGH_b5252,HIGH_b5252_5,5,100,59,100,59,40,40,0,0,-2,0.8,300,166,0,64,80,61,59.6,-2.0,58,61,3
2026-02-12 16:34:52,HIGH_b5252,HIGH_b5252_6,6,100,64,100,64,40,40,0,0,5,1.0,360,203,0,64,80,59,60.2,5.0,58,64,6
2026-02-12 16:36:07,MED_LOW_b5253,MED_LOW_b5253_1,1,28,25,40,2,40,40,0,68,-62,0.0,60,105,45,0,20,2,2.0,0.0,2,2,0
2026-02-12 16:37:35,MED_LOW_b5253,MED_LOW_b5253_2,2,19,10,20,0,40,40,0,105,-2,0.1,120,247,127,0,20,2,1.0,0.0,0,2,2
2026-02-12 16:38:54,MED_LOW_b5253,MED_LOW_b5253_3,3,11,9,15,0,10,40,-30,223,0,0.2,180,479,299,15,20,0,0.7,-2.0,0,2,2
2026-02-12 16:40:20,MED_LOW_b5253,MED_LOW_b5253_4,4,60,39,65,15,10,10,0,0,15,0.3,240,488,248,16,40,0,4.2,13.0,0,15,15
2026-02-12 16:41:42,MED_LOW_b5253,MED_LOW_b5253_5,5,62,38,68,16,10,10,0,0,1,0.4,300,497,197,18,40,15,6.6,14.0,0,16,16
2026-02-12 16:42:54,MED_LOW_b5253,MED_LOW_b5253_6,6,65,40,71,18,80,10,70,0,2,0.5,360,572,212,23,40,16,9.8,18.0,0,18,18
2026-02-12 16:44:02,MED_LOW_b5253,MED_LOW_b5253_7,7,68,47,73,23,80,80,0,0,5,0.6,420,647,227,9,60,18,14.4,23.0,0,23,23
2026-02-12 16:45:21,MED_LOW_b5253,MED_LOW_b5253_8,8,40,72,32,9,90,80,10,0,-14,0.7,480,731,251,9,60,23,16.2,-6.0,9,23,14
2026-02-12 16:46:51,MED_LOW_b5253,MED_LOW_b5253_9,9,41,72,32,9,90,90,0,0,0,0.8,540,815,275,9,40,9,15.0,-7.0,9,23,14
2026-02-12 16:48:04,MED_LOW_b5253,MED_LOW_b5253_10,10,40,71,32,9,90,90,0,0,0,0.9,600,899,299,9,40,9,13.6,-9.0,9,23,14
2026-02-12 16:49:19,MED_LOW_b5253,MED_LOW_b5253_11,11,40,71,31,9,90,90,0,0,0,1.0,660,983,323,9,60,9,11.8,-14.0,9,23,14
2026-02-12 16:50:32,HIGH_b5254,HIGH_b5254_1,1,90,100,85,77,90,90,0,0,0,0.0,60,84,24,75,80,77,77.0,0.0,77,77,0
2026-02-12 16:51:50,HIGH_b5254,HIGH_b5254_2,2,89,100,84,75,30,90,-60,0,-2,0.0909,120,112,0,7,80,77,76.0,0.0,75,77,2
2026-02-12 16:53:12,HIGH_b5254,HIGH_b5254_3,3,43,44,38,7,30,30,0,123,-68,0.1818,180,263,83,6,20,75,53.0,-70.0,7,77,70
2026-02-12 16:54:33,HIGH_b5254,HIGH_b5254_4,4,39,37,46,6,30,30,0,104,-1,0.2727,240,395,155,0,20,7,41.2,-71.0,6,77,71
2026-02-12 16:55:44,HIGH_b5254,HIGH_b5254_5,5,21,18,20,0,20,30,-10,114,-6,0.3636,300,527,227,55,20,6,33.0,-77.0,0,77,77
2026-02-12 16:57:09,HIGH_b5254,HIGH_b5254_6,6,97,59,97,55,20,20,0,0,55,0.4545,360,545,185,52,80,0,28.6,-20.0,0,75,75
2026-02-12 16:58:27,HIGH_b5254,HIGH_b5254_7,7,94,59,95,52,20,20,0,0,-3,0.5455,420,563,143,50,80,55,24.0,45.0,0,55,55
2026-02-12 16:59:30,HIGH_b5254,HIGH_b5254_8,8,91,60,92,50,20,20,0,0,-2,0.6364,480,581,101,42,80,52,32.6,44.0,0,55,55
2026-02-12 17:00:54,HIGH_b5254,HIGH_b5254_9,9,89,47,100,42,70,20,50,140,-8,0.7273,540,786,246,64,80,50,39.8,42.0,0,55,55
2026-02-12 17:02:05,HIGH_b5254,HIGH_b5254_10,10,100,64,100,64,70,70,0,0,22,0.8182,600,851,251,30,80,42,52.6,9.0,42,64,22
2026-02-12 17:03:09,HIGH_b5254,HIGH_b5254_11,11,68,44,100,30,70,70,0,247,-34,0.9091,660,1163,503,76,80,64,47.6,-22.0,30,64,34
2026-02-12 17:04:16,HIGH_b5254,HIGH_b5254_12,12,100,76,100,76,70,70,0,0,46,1.0,720,1228,508,76,80,30,52.4,26.0,30,76,46
2026-02-12 17:05:38,MED_HIGH_b5255,MED_HIGH_b5255_1,1,30,47,39,5,60,60,0,155,-71,0.0,60,211,151,1,20,5,5.0,0.0,5,5,0
2026-02-12 17:07:01,MED_HIGH_b5255,MED_HIGH_b5255_2,2,31,19,23,1,60,60,0,127,-4,0.1429,120,394,274,61,20,5,3.0,0.0,1,5,4
2026-02-12 17:08:01,MED_HIGH_b5255,MED_HIGH_b5255_3,3,89,75,92,61,100,60,40,0,60,0.2857,180,487,307,41,80,1,22.3,56.0,1,61,60
2026-02-12 17:09:24,MED_HIGH_b5255,MED_HIGH_b5255_4,4,69,75,81,41,100,100,0,67,-20,0.4286,240,647,407,19,80,61,27.0,36.0,1,61,60
2026-02-12 17:10:36,MED_HIGH_b5255,MED_HIGH_b5255_5,5,42,87,54,19,10,100,-90,277,-22,0.5714,300,933,633,28,40,41,25.4,14.0,1,61,60
2026-02-12 17:11:39,MED_HIGH_b5255,MED_HIGH_b5255_6,6,59,63,78,28,10,10,0,85,9,0.7143,360,1027,667,30,60,19,30.0,27.0,1,61,60
2026-02-12 17:12:40,MED_HIGH_b5255,MED_HIGH_b5255_7,7,66,55,85,30,10,10,0,262,2,0.8571,420,1298,878,15,60,28,35.8,-31.0,19,61,42
2026-02-12 17:14:04,MED_HIGH_b5255,MED_HIGH_b5255_8,8,54,31,93,15,10,10,0,141,-15,1.0,480,1448,968,15,80,30,26.6,-26.0,15,41,26
2026-02-12 17:15:10,TOP_b5256,TOP_b5256_1,1,93,100,87,81,100,100,0,0,0,0.0,60,93,33,79,80,81,81.0,0.0,81,81,0
2026-02-12 17:16:38,TOP_b5256,TOP_b5256_2,2,93,100,86,79,100,100,0,0,-2,0.2,120,186,66,78,80,81,80.0,0.0,79,81,2
2026-02-12 17:18:02,TOP_b5256,TOP_b5256_3,3,92,100,85,78,60,100,-40,0,-1,0.4,180,242,62,73,80,79,79.3,-3.0,78,81,3
2026-02-12 17:19:26,TOP_b5256,TOP_b5256_4,4,79,100,92,73,60,60,0,171,-5,0.6,240,469,229,84,80,78,77.8,-8.0,73,81,8
2026-02-12 17:20:44,TOP_b5256,TOP_b5256_5,5,86,98,100,84,60,60,0,147,11,0.8,300,672,372,77,80,73,79.0,3.0,73,84,11
2026-02-12 17:21:48,TOP_b5256,TOP_b5256_6,6,90,86,100,77,60,60,0,153,-7,1.0,360,881,521,77,80,84,78.2,-2.0,73,84,11
2026-02-12 17:22:52,TOP_b5257,TOP_b5257_1,1,100,67,100,67,20,20,0,0,0,0.0,60,18,0,66,80,67,67.0,0.0,67,67,0
2026-02-12 17:24:19,TOP_b5257,TOP_b5257_2,2,100,66,100,66,70,20,50,0,-1,0.0909,120,83,0,6,80,67,66.5,0.0,66,67,1
2026-02-12 17:25:28,TOP_b5257,TOP_b5257_3,3,35,40,46,6,70,70,0,276,-60,0.1818,180,424,244,4,20,66,46.3,-61.0,6,67,61
2026-02-12 17:26:49,TOP_b5257,TOP_b5257_4,4,42,25,41,4,20,70,-50,220,-2,0.2727,240,662,422,0,20,6,35.8,-63.0,4,67,63
2026-02-12 17:28:03,TOP_b5257,TOP_b5257_5,5,19,11,18,0,20,20,0,257,-4,0.3636,300,937,637,68,20,4,28.6,-67.0,0,67,67
2026-02-12 17:29:03,TOP_b5257,TOP_b5257_6,6,97,73,97,68,20,20,0,0,68,0.4545,360,955,595,59,80,0,28.8,2.0,0,68,68
2026-02-12 17:30:19,TOP_b5257,TOP_b5257_7,7,94,67,95,59,20,20,0,0,-9,0.5455,420,973,553,52,80,68,27.4,53.0,0,68,68
2026-02-12 17:31:44,TOP_b5257,TOP_b5257_8,8,91,63,92,52,40,20,20,0,-7,0.6364,480,1010,530,54,80,59,36.6,48.0,0,68,68
2026-02-12 17:33:14,TOP_b5257,TOP_b5257_9,9,100,54,100,54,40,40,0,143,2,0.7273,540,1190,650,57,80,52,46.6,54.0,0,68,68
2026-02-12 17:34:27,TOP_b5257,TOP_b5257_10,10,100,57,100,57,40,40,0,40,3,0.8182,600,1267,667,57,80,54,58.0,-11.0,52,68,16
2026-02-12 17:35:50,TOP_b5257,TOP_b5257_11,11,100,57,100,57,40,40,0,36,0,0.9091,660,1340,680,62,80,57,55.8,-2.0,52,59,7
2026-02-12 17:36:59,TOP_b5257,TOP_b5257_12,12,100,62,100,62,40,40,0,42,5,1.0,720,1419,699,62,80,57,56.4,10.0,52,62,10
2026-02-12 17:38:26,MED_LOW_b5258,MED_LOW_b5258_1,1,35,89,24,8,90,90,0,0,0,0.0,60,84,24,7,40,8,8.0,0.0,8,8,0
2026-02-12 17:39:54,MED_LOW_b5258,MED_LOW_b5258_2,2,35,88,24,7,90,90,0,0,-1,0.1667,120,168,48,7,60,8,7.5,0.0,7,8,1
2026-02-12 17:40:55,MED_LOW_b5258,MED_LOW_b5258_3,3,34,87,23,7,30,90,-60,0,0,0.3333,180,196,16,8,40,7,7.3,-1.0,7,8,1
2026-02-12 17:42:06,MED_LOW_b5258,MED_LOW_b5258_4,4,38,80,27,8,30,30,0,0,1,0.5,240,224,0,6,60,7,7.5,0.0,7,8,1
